,right,r_d,straight,l_d,left,back,type_3
1420,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red6.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red7.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red8.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red9.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red10.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red11.jpg,foamposite
299,train_set/basketball/Nike_LeBron_17_More_Than_An_Athlete_right.jpg,train_set/basketball/Nike_LeBron_17_More_Than_An_Athlete_r_d.jpg,train_set/basketball/Nike_LeBron_17_More_Than_An_Athlete_straight.jpg,train_set/basketball/Nike_LeBron_17_More_Than_An_Athlete_l_d.jpg,train_set/basketball/Nike_LeBron_17_More_Than_An_Athlete_left.jpg,train_set/basketball/Nike_LeBron_17_More_Than_An_Athlete_back.jpg,basketball
740,train_set/air_max_vapormax/Nike_Air_VaporMax_2_Volt_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2_Volt_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2_Volt_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2_Volt_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2_Volt_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2_Volt_back.jpg,air_max_vapormax
1372,train_set/other/Nike_Killshot_2_Leather_J_Crew6.jpg,train_set/other/Nike_Killshot_2_Leather_J_Crew7.jpg,train_set/other/Nike_Killshot_2_Leather_J_Crew8.jpg,train_set/other/Nike_Killshot_2_Leather_J_Crew9.jpg,train_set/other/Nike_Killshot_2_Leather_J_Crew10.jpg,train_set/other/Nike_Killshot_2_Leather_J_Crew11.jpg,other
804,train_set/air_max/Nike_Air_Max_270_Spirit_Teal_right.jpg,train_set/air_max/Nike_Air_Max_270_Spirit_Teal_r_d.jpg,train_set/air_max/Nike_Air_Max_270_Spirit_Teal_straight.jpg,train_set/air_max/Nike_Air_Max_270_Spirit_Teal_l_d.jpg,train_set/air_max/Nike_Air_Max_270_Spirit_Teal_left.jpg,train_set/air_max/Nike_Air_Max_270_Spirit_Teal_back.jpg,air_max
1365,"train_set/other/Nike_Air_Fear_of_God_1_String_""The_Question""6.jpg","train_set/other/Nike_Air_Fear_of_God_1_String_""The_Question""7.jpg","train_set/other/Nike_Air_Fear_of_God_1_String_""The_Question""8.jpg","train_set/other/Nike_Air_Fear_of_God_1_String_""The_Question""9.jpg","train_set/other/Nike_Air_Fear_of_God_1_String_""The_Question""10.jpg","train_set/other/Nike_Air_Fear_of_God_1_String_""The_Question""11.jpg",other
221,train_set/air_force_1/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_back.jpg,air_force_1
1354,train_set/other/Nike_Daybreak_Undercover_Black6.jpg,train_set/other/Nike_Daybreak_Undercover_Black7.jpg,train_set/other/Nike_Daybreak_Undercover_Black8.jpg,train_set/other/Nike_Daybreak_Undercover_Black9.jpg,train_set/other/Nike_Daybreak_Undercover_Black10.jpg,train_set/other/Nike_Daybreak_Undercover_Black11.jpg,other
1077,train_set/air_max/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Desert_Ore6.jpg,train_set/air_max/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Desert_Ore7.jpg,train_set/air_max/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Desert_Ore8.jpg,train_set/air_max/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Desert_Ore9.jpg,train_set/air_max/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Desert_Ore10.jpg,train_set/air_max/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Desert_Ore11.jpg,air_max
685,train_set/air_max_90/Nike_Air_Max_90_Triple_Red_right.jpg,train_set/air_max_90/Nike_Air_Max_90_Triple_Red_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Triple_Red_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_Triple_Red_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Triple_Red_left.jpg,train_set/air_max_90/Nike_Air_Max_90_Triple_Red_back.jpg,air_max_90
154,train_set/basketball/Nike_Hyperdunk_Marty_McFly_2015_right.jpg,train_set/basketball/Nike_Hyperdunk_Marty_McFly_2015_r_d.jpg,train_set/basketball/Nike_Hyperdunk_Marty_McFly_2015_straight.jpg,train_set/basketball/Nike_Hyperdunk_Marty_McFly_2015_l_d.jpg,train_set/basketball/Nike_Hyperdunk_Marty_McFly_2015_left.jpg,train_set/basketball/Nike_Hyperdunk_Marty_McFly_2015_back.jpg,basketball
82,train_set/basketball/Nike_Kyrie_5_Spongebob_Patrick_right.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Patrick_r_d.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Patrick_straight.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Patrick_l_d.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Patrick_left.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Patrick_back.jpg,basketball
1249,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Gold6.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Gold7.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Gold8.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Gold9.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Gold10.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Gold11.jpg,skateboarding
1284,train_set/air_max_1/Nike_Air_Max_1_Windbreaker6.jpg,train_set/air_max_1/Nike_Air_Max_1_Windbreaker7.jpg,train_set/air_max_1/Nike_Air_Max_1_Windbreaker8.jpg,train_set/air_max_1/Nike_Air_Max_1_Windbreaker9.jpg,train_set/air_max_1/Nike_Air_Max_1_Windbreaker10.jpg,train_set/air_max_1/Nike_Air_Max_1_Windbreaker11.jpg,air_max_1
194,train_set/skateboarding/Nike_SB_Dunk_Low_Truck_It_right.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Truck_It_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Truck_It_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Truck_It_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Truck_It_left.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Truck_It_back.jpg,skateboarding
1120,train_set/air_max_97/Nike_Air_Max_97_Black_White6.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_White7.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_White8.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_White9.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_White10.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_White11.jpg,air_max_97
583,train_set/basketball/Nike_Air_Flightposite_1_Black_Topaz_Mist_right.jpg,train_set/basketball/Nike_Air_Flightposite_1_Black_Topaz_Mist_r_d.jpg,train_set/basketball/Nike_Air_Flightposite_1_Black_Topaz_Mist_straight.jpg,train_set/basketball/Nike_Air_Flightposite_1_Black_Topaz_Mist_l_d.jpg,train_set/basketball/Nike_Air_Flightposite_1_Black_Topaz_Mist_left.jpg,train_set/basketball/Nike_Air_Flightposite_1_Black_Topaz_Mist_back.jpg,basketball
465,train_set/basketball/Nike_Vandalised_LX_White_Platinum_Tint_W_right.jpg,train_set/basketball/Nike_Vandalised_LX_White_Platinum_Tint_W_r_d.jpg,train_set/basketball/Nike_Vandalised_LX_White_Platinum_Tint_W_straight.jpg,train_set/basketball/Nike_Vandalised_LX_White_Platinum_Tint_W_l_d.jpg,train_set/basketball/Nike_Vandalised_LX_White_Platinum_Tint_W_left.jpg,train_set/basketball/Nike_Vandalised_LX_White_Platinum_Tint_W_back.jpg,basketball
30,train_set/basketball/Nike_Blazer_Mid_sacai_Black_Grey_right.jpg,train_set/basketball/Nike_Blazer_Mid_sacai_Black_Grey_r_d.jpg,train_set/basketball/Nike_Blazer_Mid_sacai_Black_Grey_straight.jpg,train_set/basketball/Nike_Blazer_Mid_sacai_Black_Grey_l_d.jpg,train_set/basketball/Nike_Blazer_Mid_sacai_Black_Grey_left.jpg,train_set/basketball/Nike_Blazer_Mid_sacai_Black_Grey_back.jpg,basketball
231,train_set/air_force_1/Nike_Air_Force_1_Low_Peach_Pack_Pink_Quartz_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Peach_Pack_Pink_Quartz_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Peach_Pack_Pink_Quartz_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Peach_Pack_Pink_Quartz_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Peach_Pack_Pink_Quartz_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Peach_Pack_Pink_Quartz_back.jpg,air_force_1
1204,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE6.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE7.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE8.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE9.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE10.jpg,train_set/air_max_90/Nike_Air_Max_90_OFF-WHITE11.jpg,air_max_90
755,train_set/air_max/Nike_Air_Max_270_React_Geometric_Art_right.jpg,train_set/air_max/Nike_Air_Max_270_React_Geometric_Art_r_d.jpg,train_set/air_max/Nike_Air_Max_270_React_Geometric_Art_straight.jpg,train_set/air_max/Nike_Air_Max_270_React_Geometric_Art_l_d.jpg,train_set/air_max/Nike_Air_Max_270_React_Geometric_Art_left.jpg,train_set/air_max/Nike_Air_Max_270_React_Geometric_Art_back.jpg,air_max
121,"train_set/basketball/Nike_Air_More_Uptempo_Supreme_""Suptempo""_Black_right.jpg","train_set/basketball/Nike_Air_More_Uptempo_Supreme_""Suptempo""_Black_r_d.jpg","train_set/basketball/Nike_Air_More_Uptempo_Supreme_""Suptempo""_Black_straight.jpg","train_set/basketball/Nike_Air_More_Uptempo_Supreme_""Suptempo""_Black_l_d.jpg","train_set/basketball/Nike_Air_More_Uptempo_Supreme_""Suptempo""_Black_left.jpg","train_set/basketball/Nike_Air_More_Uptempo_Supreme_""Suptempo""_Black_back.jpg",basketball
662,train_set/air_max/Nike_Air_Max_Plus_Black_Anthracite_right.jpg,train_set/air_max/Nike_Air_Max_Plus_Black_Anthracite_r_d.jpg,train_set/air_max/Nike_Air_Max_Plus_Black_Anthracite_straight.jpg,train_set/air_max/Nike_Air_Max_Plus_Black_Anthracite_l_d.jpg,train_set/air_max/Nike_Air_Max_Plus_Black_Anthracite_left.jpg,train_set/air_max/Nike_Air_Max_Plus_Black_Anthracite_back.jpg,air_max
636,train_set/air_force_1/Nike_Air_Force_1_Jester_XX_White_Black_W_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Jester_XX_White_Black_W_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Jester_XX_White_Black_W_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Jester_XX_White_Black_W_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Jester_XX_White_Black_W_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Jester_XX_White_Black_W_back.jpg,air_force_1
905,train_set/air_max/Nike_Air_Max_270_Liquid_Metal_Black_right.jpg,train_set/air_max/Nike_Air_Max_270_Liquid_Metal_Black_r_d.jpg,train_set/air_max/Nike_Air_Max_270_Liquid_Metal_Black_straight.jpg,train_set/air_max/Nike_Air_Max_270_Liquid_Metal_Black_l_d.jpg,train_set/air_max/Nike_Air_Max_270_Liquid_Metal_Black_left.jpg,train_set/air_max/Nike_Air_Max_270_Liquid_Metal_Black_back.jpg,air_max
1181,train_set/air_max_90/Nike_Air_Max_90_Vinyl6.jpg,train_set/air_max_90/Nike_Air_Max_90_Vinyl7.jpg,train_set/air_max_90/Nike_Air_Max_90_Vinyl8.jpg,train_set/air_max_90/Nike_Air_Max_90_Vinyl9.jpg,train_set/air_max_90/Nike_Air_Max_90_Vinyl10.jpg,train_set/air_max_90/Nike_Air_Max_90_Vinyl11.jpg,air_max_90
898,train_set/skateboarding/Nike_SB_Blazer_Frog_Skateboards_right.jpg,train_set/skateboarding/Nike_SB_Blazer_Frog_Skateboards_r_d.jpg,train_set/skateboarding/Nike_SB_Blazer_Frog_Skateboards_straight.jpg,train_set/skateboarding/Nike_SB_Blazer_Frog_Skateboards_l_d.jpg,train_set/skateboarding/Nike_SB_Blazer_Frog_Skateboards_left.jpg,train_set/skateboarding/Nike_SB_Blazer_Frog_Skateboards_back.jpg,skateboarding
332,train_set/air_force_1/Nike_Air_Force_1_Low_Off-White_MCA_University_Blue_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Off-White_MCA_University_Blue_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Off-White_MCA_University_Blue_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Off-White_MCA_University_Blue_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Off-White_MCA_University_Blue_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Off-White_MCA_University_Blue_back.jpg,air_force_1
1413,train_set/foamposite/Nike_Air_Foamposite_One_Shattered_Backboard6.jpg,train_set/foamposite/Nike_Air_Foamposite_One_Shattered_Backboard7.jpg,train_set/foamposite/Nike_Air_Foamposite_One_Shattered_Backboard8.jpg,train_set/foamposite/Nike_Air_Foamposite_One_Shattered_Backboard9.jpg,train_set/foamposite/Nike_Air_Foamposite_One_Shattered_Backboard10.jpg,train_set/foamposite/Nike_Air_Foamposite_One_Shattered_Backboard11.jpg,foamposite
1036,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Lemon_Lime_W6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Lemon_Lime_W7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Lemon_Lime_W8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Lemon_Lime_W9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Lemon_Lime_W10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Lemon_Lime_W11.jpg,air_max_vapormax
1393,train_set/other/Nike_ACG_Terra_Antarktik_GORE-TEX_Summit_White6.jpg,train_set/other/Nike_ACG_Terra_Antarktik_GORE-TEX_Summit_White7.jpg,train_set/other/Nike_ACG_Terra_Antarktik_GORE-TEX_Summit_White8.jpg,train_set/other/Nike_ACG_Terra_Antarktik_GORE-TEX_Summit_White9.jpg,train_set/other/Nike_ACG_Terra_Antarktik_GORE-TEX_Summit_White10.jpg,train_set/other/Nike_ACG_Terra_Antarktik_GORE-TEX_Summit_White11.jpg,other
62,train_set/basketball/Nike_Adapt_BB_Mag_US_Charger_right.jpg,train_set/basketball/Nike_Adapt_BB_Mag_US_Charger_r_d.jpg,train_set/basketball/Nike_Adapt_BB_Mag_US_Charger_straight.jpg,train_set/basketball/Nike_Adapt_BB_Mag_US_Charger_l_d.jpg,train_set/basketball/Nike_Adapt_BB_Mag_US_Charger_left.jpg,train_set/basketball/Nike_Adapt_BB_Mag_US_Charger_back.jpg,basketball
410,"train_set/running/Nike_Air_Huarache_Run_DNA_CH.1_Pack_""Air_Max_1""_Red_right.jpg","train_set/running/Nike_Air_Huarache_Run_DNA_CH.1_Pack_""Air_Max_1""_Red_r_d.jpg","train_set/running/Nike_Air_Huarache_Run_DNA_CH.1_Pack_""Air_Max_1""_Red_straight.jpg","train_set/running/Nike_Air_Huarache_Run_DNA_CH.1_Pack_""Air_Max_1""_Red_l_d.jpg","train_set/running/Nike_Air_Huarache_Run_DNA_CH.1_Pack_""Air_Max_1""_Red_left.jpg","train_set/running/Nike_Air_Huarache_Run_DNA_CH.1_Pack_""Air_Max_1""_Red_back.jpg",running
628,train_set/running/Nike_Air_Vapormax_Plus_Hyper_Violet_W_right.jpg,train_set/running/Nike_Air_Vapormax_Plus_Hyper_Violet_W_r_d.jpg,train_set/running/Nike_Air_Vapormax_Plus_Hyper_Violet_W_straight.jpg,train_set/running/Nike_Air_Vapormax_Plus_Hyper_Violet_W_l_d.jpg,train_set/running/Nike_Air_Vapormax_Plus_Hyper_Violet_W_left.jpg,train_set/running/Nike_Air_Vapormax_Plus_Hyper_Violet_W_back.jpg,running
974,train_set/air_force_1/Nike_Air_Force_1_Low_Triple_Red6.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Triple_Red7.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Triple_Red8.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Triple_Red9.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Triple_Red10.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Triple_Red11.jpg,air_force_1
1147,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta6.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta7.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta8.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta9.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta10.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta11.jpg,air_max_97
788,train_set/running/Nike_Zoom_Gravity_Black_right.jpg,train_set/running/Nike_Zoom_Gravity_Black_r_d.jpg,train_set/running/Nike_Zoom_Gravity_Black_straight.jpg,train_set/running/Nike_Zoom_Gravity_Black_l_d.jpg,train_set/running/Nike_Zoom_Gravity_Black_left.jpg,train_set/running/Nike_Zoom_Gravity_Black_back.jpg,running
362,train_set/basketball/Nike_Air_Max_Uptempo_95_White_Photo_Blue_Black_right.jpg,train_set/basketball/Nike_Air_Max_Uptempo_95_White_Photo_Blue_Black_r_d.jpg,train_set/basketball/Nike_Air_Max_Uptempo_95_White_Photo_Blue_Black_straight.jpg,train_set/basketball/Nike_Air_Max_Uptempo_95_White_Photo_Blue_Black_l_d.jpg,train_set/basketball/Nike_Air_Max_Uptempo_95_White_Photo_Blue_Black_left.jpg,train_set/basketball/Nike_Air_Max_Uptempo_95_White_Photo_Blue_Black_back.jpg,basketball
777,train_set/basketball/Nike_LeBron_15_Cereal_right.jpg,train_set/basketball/Nike_LeBron_15_Cereal_r_d.jpg,train_set/basketball/Nike_LeBron_15_Cereal_straight.jpg,train_set/basketball/Nike_LeBron_15_Cereal_l_d.jpg,train_set/basketball/Nike_LeBron_15_Cereal_left.jpg,train_set/basketball/Nike_LeBron_15_Cereal_back.jpg,basketball
830,train_set/air_force_1/Nike_Air_Force_1_07_Wolf_Grey_White_right.jpg,train_set/air_force_1/Nike_Air_Force_1_07_Wolf_Grey_White_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_07_Wolf_Grey_White_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_07_Wolf_Grey_White_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_07_Wolf_Grey_White_left.jpg,train_set/air_force_1/Nike_Air_Force_1_07_Wolf_Grey_White_back.jpg,air_force_1
99,train_set/running/Nike_Zoom_Fly_Off-White_right.jpg,train_set/running/Nike_Zoom_Fly_Off-White_r_d.jpg,train_set/running/Nike_Zoom_Fly_Off-White_straight.jpg,train_set/running/Nike_Zoom_Fly_Off-White_l_d.jpg,train_set/running/Nike_Zoom_Fly_Off-White_left.jpg,train_set/running/Nike_Zoom_Fly_Off-White_back.jpg,running
297,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_right.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_left.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_back.jpg,skateboarding
1136,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta6.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta7.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta8.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta9.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta10.jpg,train_set/air_max_97/Nike_Air_Max_97_Ultra_17_Skepta11.jpg,air_max_97
1213,train_set/air_max_90/Nike_Air_Max_90_Black_White_20196.jpg,train_set/air_max_90/Nike_Air_Max_90_Black_White_20197.jpg,train_set/air_max_90/Nike_Air_Max_90_Black_White_20198.jpg,train_set/air_max_90/Nike_Air_Max_90_Black_White_20199.jpg,train_set/air_max_90/Nike_Air_Max_90_Black_White_201910.jpg,train_set/air_max_90/Nike_Air_Max_90_Black_White_201911.jpg,air_max_90
993,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange6.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange7.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange8.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange9.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange10.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange11.jpg,air_force_1
894,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey_back.jpg,air_max_1
1005,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold6.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold7.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold8.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold9.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold10.jpg,train_set/air_force_1/Nike_Air_Force_1_High_A_Ma_Maniere_Hand_Wash_Cold11.jpg,air_force_1
1060,train_set/air_max/Nike_Air_Max_Plus_OG_Hyper_Blue_20186.jpg,train_set/air_max/Nike_Air_Max_Plus_OG_Hyper_Blue_20187.jpg,train_set/air_max/Nike_Air_Max_Plus_OG_Hyper_Blue_20188.jpg,train_set/air_max/Nike_Air_Max_Plus_OG_Hyper_Blue_20189.jpg,train_set/air_max/Nike_Air_Max_Plus_OG_Hyper_Blue_201810.jpg,train_set/air_max/Nike_Air_Max_Plus_OG_Hyper_Blue_201811.jpg,air_max
451,train_set/running/Nike_React_Element_55_Day_and_Night_right.jpg,train_set/running/Nike_React_Element_55_Day_and_Night_r_d.jpg,train_set/running/Nike_React_Element_55_Day_and_Night_straight.jpg,train_set/running/Nike_React_Element_55_Day_and_Night_l_d.jpg,train_set/running/Nike_React_Element_55_Day_and_Night_left.jpg,train_set/running/Nike_React_Element_55_Day_and_Night_back.jpg,running
69,train_set/skateboarding/Nike_SB_Dunk_High_Dog_Walker_right.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Dog_Walker_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Dog_Walker_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Dog_Walker_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Dog_Walker_left.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Dog_Walker_back.jpg,skateboarding
97,train_set/air_max_vapormax/Nike_Air_VaporMax_Off-White_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Off-White_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Off-White_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Off-White_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Off-White_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Off-White_back.jpg,air_max_vapormax
807,train_set/basketball/Nike_Kobe_A.D._Port_Wine_right.jpg,train_set/basketball/Nike_Kobe_A.D._Port_Wine_r_d.jpg,train_set/basketball/Nike_Kobe_A.D._Port_Wine_straight.jpg,train_set/basketball/Nike_Kobe_A.D._Port_Wine_l_d.jpg,train_set/basketball/Nike_Kobe_A.D._Port_Wine_left.jpg,train_set/basketball/Nike_Kobe_A.D._Port_Wine_back.jpg,basketball
639,train_set/air_force_1/Nike_Air_Force_1_Low_'07_Premium_Pale_Ivory_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_'07_Premium_Pale_Ivory_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_'07_Premium_Pale_Ivory_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_'07_Premium_Pale_Ivory_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_'07_Premium_Pale_Ivory_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_'07_Premium_Pale_Ivory_back.jpg,air_force_1
930,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Aqua_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Aqua_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Aqua_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Aqua_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Aqua_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Aqua_back.jpg,air_max_1
536,train_set/basketball/Nike_PG_4_Black_Light_Smoke_Grey_right.jpg,train_set/basketball/Nike_PG_4_Black_Light_Smoke_Grey_r_d.jpg,train_set/basketball/Nike_PG_4_Black_Light_Smoke_Grey_straight.jpg,train_set/basketball/Nike_PG_4_Black_Light_Smoke_Grey_l_d.jpg,train_set/basketball/Nike_PG_4_Black_Light_Smoke_Grey_left.jpg,train_set/basketball/Nike_PG_4_Black_Light_Smoke_Grey_back.jpg,basketball
