,stockx_link,stockx_name,type_1,type_2,type_3,model,right,r_d,straight,l_d,left,back,style,colorway,retailprice,releasedate,primary_colour
828,https://stockx.com/nike-air-max-90-white-leather-gs,Nike Air Max 90 White Leather (GS),Air Max,90,air_max_90,Air Max 90,images/right/Nike_Air_Max_90_White_Leather_GS_right.jpg,images/r_d/Nike_Air_Max_90_White_Leather_GS_r_d.jpg,images/straight/Nike_Air_Max_90_White_Leather_GS_straight.jpg,images/l_d/Nike_Air_Max_90_White_Leather_GS_l_d.jpg,images/left/Nike_Air_Max_90_White_Leather_GS_left.jpg,images/back/Nike_Air_Max_90_White_Leather_GS_back.jpg,833412-100,White/White,90.0,2016-12-01,white
829,https://stockx.com/nike-sb-dunk-high-future-court-obsidian,Nike SB Dunk High Future Court Obsidian,SB,SB Dunk High,skateboarding,SB Dunk High,images/right/Nike_SB_Dunk_High_Future_Court_Obsidian_right.jpg,images/r_d/Nike_SB_Dunk_High_Future_Court_Obsidian_r_d.jpg,images/straight/Nike_SB_Dunk_High_Future_Court_Obsidian_straight.jpg,images/l_d/Nike_SB_Dunk_High_Future_Court_Obsidian_l_d.jpg,images/left/Nike_SB_Dunk_High_Future_Court_Obsidian_left.jpg,images/back/Nike_SB_Dunk_High_Future_Court_Obsidian_back.jpg,854851-441,Obsidian/Obsidian-White-University Red,100.0,2017-11-02,black
830,https://stockx.com/nike-air-force-1-07-wolf-grey-white,Nike Air Force 1 07 Wolf Grey White,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_07_Wolf_Grey_White_right.jpg,images/r_d/Nike_Air_Force_1_07_Wolf_Grey_White_r_d.jpg,images/straight/Nike_Air_Force_1_07_Wolf_Grey_White_straight.jpg,images/l_d/Nike_Air_Force_1_07_Wolf_Grey_White_l_d.jpg,images/left/Nike_Air_Force_1_07_Wolf_Grey_White_left.jpg,images/back/Nike_Air_Force_1_07_Wolf_Grey_White_back.jpg,AA4083-010,Wolf Grey/Wolf Grey-White,90.0,2018-05-18,grey
831,https://stockx.com/nike-air-vapormax-plus-aurora-cosmic-clay,Nike Air VaporMax Plus Aurora Cosmic Clay,Air Max,VaporMax,air_max_vapormax,Air VaporMax Plus,images/right/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_right.jpg,images/r_d/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_r_d.jpg,images/straight/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_straight.jpg,images/l_d/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_l_d.jpg,images/left/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_left.jpg,images/back/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_back.jpg,924453-107,White/Aurora-Cosmic Clay-Black,190.0,2019-08-24,white
832,https://stockx.com/nike-air-max-720-black-blue-red,Nike Air Max 720 Black Blue Red,Air Max,Other,air_max,Air Max 720,images/right/Nike_Air_Max_720_Black_Blue_Red_right.jpg,images/r_d/Nike_Air_Max_720_Black_Blue_Red_r_d.jpg,images/straight/Nike_Air_Max_720_Black_Blue_Red_straight.jpg,images/l_d/Nike_Air_Max_720_Black_Blue_Red_l_d.jpg,images/left/Nike_Air_Max_720_Black_Blue_Red_left.jpg,images/back/Nike_Air_Max_720_Black_Blue_Red_back.jpg,AO2924-014,Black/Blue/Red,180.0,,black
833,https://stockx.com/nike-air-max-90-lx-daisy-leopard-iridescent-w,Nike Air Max 90 LX Daisy Leopard Iridescent (W),Air Max,90,air_max_90,Air Max 90,images/right/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W_right.jpg,images/r_d/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W_r_d.jpg,images/straight/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W_straight.jpg,images/l_d/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W_l_d.jpg,images/left/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W_left.jpg,images/back/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W_back.jpg,CQ2559-100,White/Illusion Green-Laser Fuchsia-Black,130.0,2020-02-07,white
834,https://stockx.com/nike-air-force-1-07-white-black,Nike Air Force 1 '07 White/Black,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_'07_WhiteBlack_right.jpg,images/r_d/Nike_Air_Force_1_'07_WhiteBlack_r_d.jpg,images/straight/Nike_Air_Force_1_'07_WhiteBlack_straight.jpg,images/l_d/Nike_Air_Force_1_'07_WhiteBlack_l_d.jpg,images/left/Nike_Air_Force_1_'07_WhiteBlack_left.jpg,images/back/Nike_Air_Force_1_'07_WhiteBlack_back.jpg,CD0884-100,White/White-Black,90.0,,white
835,https://stockx.com/nike-react-boot-undercover-brown,Nike React Boot Undercover Brown,Other,Running,running,React Boot Undercover,images/right/Nike_React_Boot_Undercover_Brown_right.jpg,images/r_d/Nike_React_Boot_Undercover_Brown_r_d.jpg,images/straight/Nike_React_Boot_Undercover_Brown_straight.jpg,images/l_d/Nike_React_Boot_Undercover_Brown_l_d.jpg,images/left/Nike_React_Boot_Undercover_Brown_left.jpg,images/back/Nike_React_Boot_Undercover_Brown_back.jpg,,Brown/Black-Teal,0.0,2019-11-30,brown
836,https://stockx.com/nike-air-vapormax-flyknit-3-blue-fury-gs,Nike Air VaporMax Flyknit 3 Blue Fury (GS),Air Max,VaporMax,air_max_vapormax,Air VaporMax Flyknit,images/right/Nike_Air_VaporMax_Flyknit_3_Blue_Fury_GS_right.jpg,images/r_d/Nike_Air_VaporMax_Flyknit_3_Blue_Fury_GS_r_d.jpg,images/straight/Nike_Air_VaporMax_Flyknit_3_Blue_Fury_GS_straight.jpg,images/l_d/Nike_Air_VaporMax_Flyknit_3_Blue_Fury_GS_l_d.jpg,images/left/Nike_Air_VaporMax_Flyknit_3_Blue_Fury_GS_left.jpg,images/back/Nike_Air_VaporMax_Flyknit_3_Blue_Fury_GS_back.jpg,BQ5238-401,Blue Fury/Flash Crimson-Racer Blue,180.0,2019-03-05,blue
837,https://stockx.com/nike-air-vapormax-2019-dark-team-red-university-red,Nike Air VaporMax 2019 Dark Team Red University Red,Air Max,VaporMax,air_max_vapormax,Air VaporMax 2019,images/right/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_right.jpg,images/r_d/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_r_d.jpg,images/straight/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_straight.jpg,images/l_d/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_l_d.jpg,images/left/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_left.jpg,images/back/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_back.jpg,AR6631-601,Dark Team Red/Space Clay-University Red,190.0,2019-10-01,red
838,https://stockx.com/nike-air-max-tailwind-4-suns,Nike Air Max Tailwind 4 Suns,Air Max,Other,air_max,Air Max Tailwind,images/right/Nike_Air_Max_Tailwind_4_Suns_right.jpg,images/r_d/Nike_Air_Max_Tailwind_4_Suns_r_d.jpg,images/straight/Nike_Air_Max_Tailwind_4_Suns_straight.jpg,images/l_d/Nike_Air_Max_Tailwind_4_Suns_l_d.jpg,images/left/Nike_Air_Max_Tailwind_4_Suns_left.jpg,images/back/Nike_Air_Max_Tailwind_4_Suns_back.jpg,AQ2567-002,Orange/Purple,160.0,2019-04-29,orange
839,https://stockx.com/nike-air-max-1-future-swoosh-pack,Nike Air Max 1 Future Swoosh Pack,Air Max,1,air_max_1,Air Max 1,images/right/Nike_Air_Max_1_Future_Swoosh_Pack_right.jpg,images/r_d/Nike_Air_Max_1_Future_Swoosh_Pack_r_d.jpg,images/straight/Nike_Air_Max_1_Future_Swoosh_Pack_straight.jpg,images/l_d/Nike_Air_Max_1_Future_Swoosh_Pack_l_d.jpg,images/left/Nike_Air_Max_1_Future_Swoosh_Pack_left.jpg,images/back/Nike_Air_Max_1_Future_Swoosh_Pack_back.jpg,CT1624-001,Black/Volt-Blue,130.0,2019-12-20,black
840,https://stockx.com/nike-outburst-decon-ghost-aqua-w,Nike Outburst Decon Ghost Aqua (W),Other,Running,running,Outburst Decon Ghost,images/right/Nike_Outburst_Decon_Ghost_Aqua_W_right.jpg,images/r_d/Nike_Outburst_Decon_Ghost_Aqua_W_r_d.jpg,images/straight/Nike_Outburst_Decon_Ghost_Aqua_W_straight.jpg,images/l_d/Nike_Outburst_Decon_Ghost_Aqua_W_l_d.jpg,images/left/Nike_Outburst_Decon_Ghost_Aqua_W_left.jpg,images/back/Nike_Outburst_Decon_Ghost_Aqua_W_back.jpg,AQ4241-400,Ghost Aqua/White,120.0,2019-08-09,blue
841,https://stockx.com/nike-air-force-sage-low-beige-suede-w,Nike Air Force Sage Low Beige Suede (W),Air Force,1,air_force_1,Air Force Sage,images/right/Nike_Air_Force_Sage_Low_Beige_Suede_W_right.jpg,images/r_d/Nike_Air_Force_Sage_Low_Beige_Suede_W_r_d.jpg,images/straight/Nike_Air_Force_Sage_Low_Beige_Suede_W_straight.jpg,images/l_d/Nike_Air_Force_Sage_Low_Beige_Suede_W_l_d.jpg,images/left/Nike_Air_Force_Sage_Low_Beige_Suede_W_left.jpg,images/back/Nike_Air_Force_Sage_Low_Beige_Suede_W_back.jpg,AR5339-203,Beige/White/Black,100.0,,neutral
842,https://stockx.com/nike-air-max-270-react-plum-chalk-stone-mauve-w,Nike Air Max 270 React Plum Chalk Stone Mauve (W),Air Max,Other,air_max,Air Max 270,images/right/Nike_Air_Max_270_React_Plum_Chalk_Stone_Mauve_W_right.jpg,images/r_d/Nike_Air_Max_270_React_Plum_Chalk_Stone_Mauve_W_r_d.jpg,images/straight/Nike_Air_Max_270_React_Plum_Chalk_Stone_Mauve_W_straight.jpg,images/l_d/Nike_Air_Max_270_React_Plum_Chalk_Stone_Mauve_W_l_d.jpg,images/left/Nike_Air_Max_270_React_Plum_Chalk_Stone_Mauve_W_left.jpg,images/back/Nike_Air_Max_270_React_Plum_Chalk_Stone_Mauve_W_back.jpg,CI3899-500,Plum Chalk/Summit White-Stone Mauve,150.0,2020-01-20,pink
843,https://stockx.com/nike-air-force-one-low-gore-tex-medium-olive,Nike Air Force One Low Gore-Tex Medium Olive,Air Force,1,air_force_1,Air Force One,images/right/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_right.jpg,images/r_d/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_r_d.jpg,images/straight/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_straight.jpg,images/l_d/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_l_d.jpg,images/left/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_left.jpg,images/back/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_back.jpg,CK2630-200,Medium Olive/Sequoia/Gold/Black,0.0,,green
844,https://stockx.com/nike-air-force-1-low-black-iridescent-outline,Nike Air Force 1 Low Black Iridescent Outline,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_Black_Iridescent_Outline_right.jpg,images/r_d/Nike_Air_Force_1_Low_Black_Iridescent_Outline_r_d.jpg,images/straight/Nike_Air_Force_1_Low_Black_Iridescent_Outline_straight.jpg,images/l_d/Nike_Air_Force_1_Low_Black_Iridescent_Outline_l_d.jpg,images/left/Nike_Air_Force_1_Low_Black_Iridescent_Outline_left.jpg,images/back/Nike_Air_Force_1_Low_Black_Iridescent_Outline_back.jpg,AT6147-001,Black/Black-Black,100.0,2019-01-10,black
845,https://stockx.com/nike-air-max-270-ultramarine-w,Nike Air Max 270 Ultramarine (W),Air Max,270,air_max,Air Max 270,images/right/Nike_Air_Max_270_Ultramarine_W_right.jpg,images/r_d/Nike_Air_Max_270_Ultramarine_W_r_d.jpg,images/straight/Nike_Air_Max_270_Ultramarine_W_straight.jpg,images/l_d/Nike_Air_Max_270_Ultramarine_W_l_d.jpg,images/left/Nike_Air_Max_270_Ultramarine_W_left.jpg,images/back/Nike_Air_Max_270_Ultramarine_W_back.jpg,AH6789-101,White/Ultramarine-Solar Red-Black,150.0,2018-03-22,white
846,https://stockx.com/nike-daybreak-wheat-black-w,Nike Daybreak Wheat Black (W),Other,Running,running,Daybreak Wheat Black,images/right/Nike_Daybreak_Wheat_Black_W_right.jpg,images/r_d/Nike_Daybreak_Wheat_Black_W_r_d.jpg,images/straight/Nike_Daybreak_Wheat_Black_W_straight.jpg,images/l_d/Nike_Daybreak_Wheat_Black_W_l_d.jpg,images/left/Nike_Daybreak_Wheat_Black_W_left.jpg,images/back/Nike_Daybreak_Wheat_Black_W_back.jpg,CK2351-700,Wheat/Black-Phantom-Scream Green,90.0,2020-01-01,brown
847,https://stockx.com/nike-air-max-98-next-year,Nike Air Max 98 Next Year,Air Max,98,air_max,Air Max 98,images/right/Nike_Air_Max_98_Next_Year_right.jpg,images/r_d/Nike_Air_Max_98_Next_Year_r_d.jpg,images/straight/Nike_Air_Max_98_Next_Year_straight.jpg,images/l_d/Nike_Air_Max_98_Next_Year_l_d.jpg,images/left/Nike_Air_Max_98_Next_Year_left.jpg,images/back/Nike_Air_Max_98_Next_Year_back.jpg,CT1173-001,Black/Light Photo Blue-White-Red-Orbit,170.0,2019-12-23,black
848,https://stockx.com/nike-zoom-freak-1-what-the-gs,Nike Zoom Freak 1 What The (GS),Basketball,Other,basketball,Zoom Freak 1,images/right/Nike_Zoom_Freak_1_What_The_GS_right.jpg,images/r_d/Nike_Zoom_Freak_1_What_The_GS_r_d.jpg,images/straight/Nike_Zoom_Freak_1_What_The_GS_straight.jpg,images/l_d/Nike_Zoom_Freak_1_What_The_GS_l_d.jpg,images/left/Nike_Zoom_Freak_1_What_The_GS_left.jpg,images/back/Nike_Zoom_Freak_1_What_The_GS_back.jpg,CU1486-800,Total Orange/Dynamic Yellow-Black,100.0,2020-01-10,orange
849,https://stockx.com/nike-air-max-97-sunburst,Nike Air Max 97 Sunburst,Air Max,97,air_max_97,Air Max 97,images/right/Nike_Air_Max_97_Sunburst_right.jpg,images/r_d/Nike_Air_Max_97_Sunburst_r_d.jpg,images/straight/Nike_Air_Max_97_Sunburst_straight.jpg,images/l_d/Nike_Air_Max_97_Sunburst_l_d.jpg,images/left/Nike_Air_Max_97_Sunburst_left.jpg,images/back/Nike_Air_Max_97_Sunburst_back.jpg,CK9399-001,Black/University Gold-Lucid Green,160.0,2019-08-31,black
850,https://stockx.com/nike-air-zoom-spiridon-hyperlocal-uk,Nike Air Zoom Spiridon Hyperlocal UK,Other,Running,running,Air Zoom Spiridon,images/right/Nike_Air_Zoom_Spiridon_Hyperlocal_UK_right.jpg,images/r_d/Nike_Air_Zoom_Spiridon_Hyperlocal_UK_r_d.jpg,images/straight/Nike_Air_Zoom_Spiridon_Hyperlocal_UK_straight.jpg,images/l_d/Nike_Air_Zoom_Spiridon_Hyperlocal_UK_l_d.jpg,images/left/Nike_Air_Zoom_Spiridon_Hyperlocal_UK_left.jpg,images/back/Nike_Air_Zoom_Spiridon_Hyperlocal_UK_back.jpg,AJ6300-200,Sand/Mars Stone-Desert Sand,140.0,2018-02-16,neutral
851,https://stockx.com/nike-air-max-tailwind-4-white-black-crimson-yellow,Nike Air Max Tailwind 4 White Black Crimson Yellow,Air Max,Other,air_max,Air Max Tailwind,images/right/Nike_Air_Max_Tailwind_4_White_Black_Crimson_Yellow_right.jpg,images/r_d/Nike_Air_Max_Tailwind_4_White_Black_Crimson_Yellow_r_d.jpg,images/straight/Nike_Air_Max_Tailwind_4_White_Black_Crimson_Yellow_straight.jpg,images/l_d/Nike_Air_Max_Tailwind_4_White_Black_Crimson_Yellow_l_d.jpg,images/left/Nike_Air_Max_Tailwind_4_White_Black_Crimson_Yellow_left.jpg,images/back/Nike_Air_Max_Tailwind_4_White_Black_Crimson_Yellow_back.jpg,AQ2567-109,White/Black-Bright Crimson-Chrome Yellow,140.0,2019-10-11,white
852,https://stockx.com/nike-air-max-270-coral-stardust-w,Nike Air Max 270 Coral Stardust (W),Air Max,270,air_max,Air Max 270,images/right/Nike_Air_Max_270_Coral_Stardust_W_right.jpg,images/r_d/Nike_Air_Max_270_Coral_Stardust_W_r_d.jpg,images/straight/Nike_Air_Max_270_Coral_Stardust_W_straight.jpg,images/l_d/Nike_Air_Max_270_Coral_Stardust_W_l_d.jpg,images/left/Nike_Air_Max_270_Coral_Stardust_W_left.jpg,images/back/Nike_Air_Max_270_Coral_Stardust_W_back.jpg,AH6789-600,Coral Stardust/Black-Summit White,150.0,2018-03-22,pink
853,https://stockx.com/nike-air-max-90-recraft-triple-white,Nike Air Max 90 Recraft Triple White,Air Max,90,air_max_90,Air Max 90,images/right/Nike_Air_Max_90_Recraft_Triple_White_right.jpg,images/r_d/Nike_Air_Max_90_Recraft_Triple_White_r_d.jpg,images/straight/Nike_Air_Max_90_Recraft_Triple_White_straight.jpg,images/l_d/Nike_Air_Max_90_Recraft_Triple_White_l_d.jpg,images/left/Nike_Air_Max_90_Recraft_Triple_White_left.jpg,images/back/Nike_Air_Max_90_Recraft_Triple_White_back.jpg,CN8490-100,White/Metallic Silver-White-White,120.0,2020-01-09,white
854,https://stockx.com/nike-sb-dunk-low-green-hemp,Nike SB Dunk Low Green Hemp,SB,SB Dunk Low,skateboarding,SB Dunk Low,images/right/Nike_SB_Dunk_Low_Green_Hemp_right.jpg,images/r_d/Nike_SB_Dunk_Low_Green_Hemp_r_d.jpg,images/straight/Nike_SB_Dunk_Low_Green_Hemp_straight.jpg,images/l_d/Nike_SB_Dunk_Low_Green_Hemp_l_d.jpg,images/left/Nike_SB_Dunk_Low_Green_Hemp_left.jpg,images/back/Nike_SB_Dunk_Low_Green_Hemp_back.jpg,304292-732,Jersey Gold/Bonsai,65.0,2004-04-20,yellow
855,https://stockx.com/nike-air-force-1-low-07-lx-blueprint-summit-white-w,Nike Air Force 1 Low 07 LX Blueprint Summit White (W),Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_07_LX_Blueprint_Summit_White_W_right.jpg,images/r_d/Nike_Air_Force_1_Low_07_LX_Blueprint_Summit_White_W_r_d.jpg,images/straight/Nike_Air_Force_1_Low_07_LX_Blueprint_Summit_White_W_straight.jpg,images/l_d/Nike_Air_Force_1_Low_07_LX_Blueprint_Summit_White_W_l_d.jpg,images/left/Nike_Air_Force_1_Low_07_LX_Blueprint_Summit_White_W_left.jpg,images/back/Nike_Air_Force_1_Low_07_LX_Blueprint_Summit_White_W_back.jpg,CI3445-100,Summit White/Summit White-University Red,110.0,,white
856,https://stockx.com/nike-air-vapormax-2019-ghost-aqua-w,Nike Air VaporMax 2019 Ghost Aqua (W),Air Max,VaporMax,air_max_vapormax,Air VaporMax 2019,images/right/Nike_Air_VaporMax_2019_Ghost_Aqua_W_right.jpg,images/r_d/Nike_Air_VaporMax_2019_Ghost_Aqua_W_r_d.jpg,images/straight/Nike_Air_VaporMax_2019_Ghost_Aqua_W_straight.jpg,images/l_d/Nike_Air_VaporMax_2019_Ghost_Aqua_W_l_d.jpg,images/left/Nike_Air_VaporMax_2019_Ghost_Aqua_W_left.jpg,images/back/Nike_Air_VaporMax_2019_Ghost_Aqua_W_back.jpg,AR6632-403,Ghost Aqua/Summit White-Black,190.0,2019-01-01,blue
857,https://stockx.com/nike-shox-enigma-white-aura-green-rose-gold-w,Nike Shox Enigma White Aura Green Rose Gold (W),Other,Running,running,Shox Enigma White,images/right/Nike_Shox_Enigma_White_Aura_Green_Rose_Gold_W_right.jpg,images/r_d/Nike_Shox_Enigma_White_Aura_Green_Rose_Gold_W_r_d.jpg,images/straight/Nike_Shox_Enigma_White_Aura_Green_Rose_Gold_W_straight.jpg,images/l_d/Nike_Shox_Enigma_White_Aura_Green_Rose_Gold_W_l_d.jpg,images/left/Nike_Shox_Enigma_White_Aura_Green_Rose_Gold_W_left.jpg,images/back/Nike_Shox_Enigma_White_Aura_Green_Rose_Gold_W_back.jpg,BQ9001-100,White/Black-Spruce Aura-Aurora Green,135.0,2019-12-01,white
858,https://stockx.com/nike-air-force-1-high-wheat-2016-w,Nike Air Force 1 High Wheat 2016 (W),Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_High_Wheat_2016_W_right.jpg,images/r_d/Nike_Air_Force_1_High_Wheat_2016_W_r_d.jpg,images/straight/Nike_Air_Force_1_High_Wheat_2016_W_straight.jpg,images/l_d/Nike_Air_Force_1_High_Wheat_2016_W_l_d.jpg,images/left/Nike_Air_Force_1_High_Wheat_2016_W_left.jpg,images/back/Nike_Air_Force_1_High_Wheat_2016_W_back.jpg,654440-200,Flax/Flax-Outdoor Green,140.0,2016-10-27,brown
859,https://stockx.com/nike-air-force-1-low-acg-phantom,Nike Air Force 1 Low ACG Phantom,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_ACG_Phantom_right.jpg,images/r_d/Nike_Air_Force_1_Low_ACG_Phantom_r_d.jpg,images/straight/Nike_Air_Force_1_Low_ACG_Phantom_straight.jpg,images/l_d/Nike_Air_Force_1_Low_ACG_Phantom_l_d.jpg,images/left/Nike_Air_Force_1_Low_ACG_Phantom_left.jpg,images/back/Nike_Air_Force_1_Low_ACG_Phantom_back.jpg,CU3007-061,Phantom/Pink-Purple,110.0,,white
860,https://stockx.com/nike-air-max-90-metallic-silver-2020-w,Nike Air Max 90 Metallic Silver 2020 (W),Air Max,90,air_max_90,Air Max 90,images/right/Nike_Air_Max_90_Metallic_Silver_2020_W_right.jpg,images/r_d/Nike_Air_Max_90_Metallic_Silver_2020_W_r_d.jpg,images/straight/Nike_Air_Max_90_Metallic_Silver_2020_W_straight.jpg,images/l_d/Nike_Air_Max_90_Metallic_Silver_2020_W_l_d.jpg,images/left/Nike_Air_Max_90_Metallic_Silver_2020_W_left.jpg,images/back/Nike_Air_Max_90_Metallic_Silver_2020_W_back.jpg,CQ6639-001,Metallic Silver/Metallic Silver-White,0.0,2020-03-26,grey
861,https://stockx.com/nike-kyrie-5-spongebob-gs,Nike Kyrie 5 Spongebob (GS),Basketball,Kyrie,basketball,Kyrie 5 Spongebob,images/right/Nike_Kyrie_5_Spongebob_GS_right.jpg,images/r_d/Nike_Kyrie_5_Spongebob_GS_r_d.jpg,images/straight/Nike_Kyrie_5_Spongebob_GS_straight.jpg,images/l_d/Nike_Kyrie_5_Spongebob_GS_l_d.jpg,images/left/Nike_Kyrie_5_Spongebob_GS_left.jpg,images/back/Nike_Kyrie_5_Spongebob_GS_back.jpg,CJ7227-700,Opti Yellow/Opti Yellow,110.0,2019-08-10,yellow
862,https://stockx.com/nike-air-max-720-pride-2019,Nike Air Max 720 Be True (2019),Air Max,Other,air_max,Air Max 720,images/right/Nike_Air_Max_720_Be_True_2019_right.jpg,images/r_d/Nike_Air_Max_720_Be_True_2019_r_d.jpg,images/straight/Nike_Air_Max_720_Be_True_2019_straight.jpg,images/l_d/Nike_Air_Max_720_Be_True_2019_l_d.jpg,images/left/Nike_Air_Max_720_Be_True_2019_left.jpg,images/back/Nike_Air_Max_720_Be_True_2019_back.jpg,CJ5472-900,Multi-Color/Black-White,190.0,2019-06-01,multi-color
863,https://stockx.com/nike-tailwind-79-og-stranger-things-hawkins-high-school,Nike Tailwind 79 Stranger Things Hawkins High School,Other,Running,running,Tailwind 79 Stranger,images/right/Nike_Tailwind_79_Stranger_Things_Hawkins_High_School_right.jpg,images/r_d/Nike_Tailwind_79_Stranger_Things_Hawkins_High_School_r_d.jpg,images/straight/Nike_Tailwind_79_Stranger_Things_Hawkins_High_School_straight.jpg,images/l_d/Nike_Tailwind_79_Stranger_Things_Hawkins_High_School_l_d.jpg,images/left/Nike_Tailwind_79_Stranger_Things_Hawkins_High_School_left.jpg,images/back/Nike_Tailwind_79_Stranger_Things_Hawkins_High_School_back.jpg,CJ6108-300,Pine Green/Cosmic Clay-Sail,120.0,2019-06-27,green
864,https://stockx.com/nike-react-element-87-royal-tint,Nike React Element 87 Royal Tint,Other,Running,running,React Element 87,images/right/Nike_React_Element_87_Royal_Tint_right.jpg,images/r_d/Nike_React_Element_87_Royal_Tint_r_d.jpg,images/straight/Nike_React_Element_87_Royal_Tint_straight.jpg,images/l_d/Nike_React_Element_87_Royal_Tint_l_d.jpg,images/left/Nike_React_Element_87_Royal_Tint_left.jpg,images/back/Nike_React_Element_87_Royal_Tint_back.jpg,AQ1090-400,Royal Tint/Black-Wolf Grey-Solar Red,160.0,2019-02-15,blue
865,https://stockx.com/nike-air-force-1-low-carhartt-wip-ale-brown,Nike Air Force 1 Low Carhartt WIP Ale Brown,Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_right.jpg,images/r_d/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_r_d.jpg,images/straight/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_straight.jpg,images/l_d/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_l_d.jpg,images/left/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_left.jpg,images/back/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_back.jpg,AV4113-200,Ale Brown/Ale Brown-Sail,130.0,2018-12-06,brown
866,https://stockx.com/nike-air-force-1-low-supreme-x-comme-des-garcons-2018,Nike Air Force 1 Low Supreme x Comme des Garcons (2018),Air Force,1,air_force_1,Air Force 1,images/right/Nike_Air_Force_1_Low_Supreme_x_Comme_des_Garcons_2018_right.jpg,images/r_d/Nike_Air_Force_1_Low_Supreme_x_Comme_des_Garcons_2018_r_d.jpg,images/straight/Nike_Air_Force_1_Low_Supreme_x_Comme_des_Garcons_2018_straight.jpg,images/l_d/Nike_Air_Force_1_Low_Supreme_x_Comme_des_Garcons_2018_l_d.jpg,images/left/Nike_Air_Force_1_Low_Supreme_x_Comme_des_Garcons_2018_left.jpg,images/back/Nike_Air_Force_1_Low_Supreme_x_Comme_des_Garcons_2018_back.jpg,AR7623-001,Black/White,165.0,2018-11-08,black
867,https://stockx.com/nike-air-presto-mid-acronym-racer-pink,Nike Air Presto Mid Acronym Racer Pink,Other,Running,running,Air Presto Mid,images/right/Nike_Air_Presto_Mid_Acronym_Racer_Pink_right.jpg,images/r_d/Nike_Air_Presto_Mid_Acronym_Racer_Pink_r_d.jpg,images/straight/Nike_Air_Presto_Mid_Acronym_Racer_Pink_straight.jpg,images/l_d/Nike_Air_Presto_Mid_Acronym_Racer_Pink_l_d.jpg,images/left/Nike_Air_Presto_Mid_Acronym_Racer_Pink_left.jpg,images/back/Nike_Air_Presto_Mid_Acronym_Racer_Pink_back.jpg,AH7832-600,Racer Pink/Black-Photo Blue-White,200.0,2018-09-20,pink
868,https://stockx.com/nike-blazer-flyleather-steve-harrington-earth-day-2019,Nike Blazer Flyleather Steve Harrington Earth Day (2019),Basketball,Other,basketball,Blazer Flyleather Steve,images/right/Nike_Blazer_Flyleather_Steve_Harrington_Earth_Day_2019_right.jpg,images/r_d/Nike_Blazer_Flyleather_Steve_Harrington_Earth_Day_2019_r_d.jpg,images/straight/Nike_Blazer_Flyleather_Steve_Harrington_Earth_Day_2019_straight.jpg,images/l_d/Nike_Blazer_Flyleather_Steve_Harrington_Earth_Day_2019_l_d.jpg,images/left/Nike_Blazer_Flyleather_Steve_Harrington_Earth_Day_2019_left.jpg,images/back/Nike_Blazer_Flyleather_Steve_Harrington_Earth_Day_2019_back.jpg,CI5546-100,White/White-White,80.0,2019-04-22,white
